Country_name,alpha-3,Year,suicide_percentage,ISO 3166 Country Code,Latitude,Longitude
Niger,NER,2001,0.28,NE,16,8
Niger,NER,2002,0.29,NE,16,8
Niger,NER,2003,0.3,NE,16,8
Niger,NER,2004,0.31,NE,16,8
Niger,NER,2005,0.32,NE,16,8
Niger,NER,2006,0.33,NE,16,8
Niger,NER,2007,0.34,NE,16,8
Niger,NER,2008,0.35,NE,16,8
Niger,NER,2009,0.36,NE,16,8
Niger,NER,2010,0.36,NE,16,8
Niger,NER,2011,0.37,NE,16,8
Niger,NER,2012,0.37,NE,16,8
Niger,NER,2013,0.39,NE,16,8
Niger,NER,2014,0.41,NE,16,8
Niger,NER,2015,0.42,NE,16,8
Niger,NER,2016,0.43,NE,16,8
Niger,NER,2017,0.45,NE,16,8
Niger,NER,2018,0.47,NE,16,8
Niger,NER,2019,0.48,NE,16,8
